tier1_id,name,country,donor,donor_id,lat,lon,proposed_by,reviewed_by,reviewed_on,note
RRDB:JP0005,HTR,Japan,,,,,,,,no donor
RRDB:JP0004,Rikkyo University Research Reactor (RUR),Japan,,,,,,,,no donor
RRDB:JP0003,UTR KINKI,Japan,,,,,,,,no donor
RRDB:JP0001,JRR-2,Japan,,,,,,,,no donor
RRDB:JP0002,VHTRC,Japan,,,,,,,,no donor
RRDB:IT0014,ROSPO 2,Italy,,,,,,,,no donor
RRDB:IT0013,Struttura Sottocritica,Italy,,,,,,,,no donor
RRDB:IT0011,L-54M,Italy,,,,,,,,no donor
RRDB:IT0009,RB-2,Italy,,,,,,,,no donor
RRDB:IT0010,AGN-201 Costanza,Italy,wikidata,Q126285275,38.10639,13.35097,exact-name-country,,,
RRDB:IT0004,RITMO Reactor (RC-4),Italy,,,,,,,,no donor
RRDB:IT0002,ESSOR Nuclear Plant,Italy,,,,,,,,no donor
RRDB:IT0001,ECO (Orgel Critical Experiment),Italy,,,,,,,,no donor
RRDB:IT0016,Avogadro RS-1,Italy,,,,,,,,no donor
RRDB:IN0008,KAMINI,India,wikidata,Q3533376,12.55833,80.175,exact-name-country,,,
RRDB:IN0007,FBTR,India,,,,,,,,no donor
RRDB:IN0006,PURNIMA-II,India,,,,,,,,no donor
RRDB:IN0004,PURNIMA,India,,,,,,,,no donor
RRDB:IN0003,ZERLINA,India,,,,,,,,no donor
RRDB:GB0025,Dounreay Zero Energy ZETR,United Kingdom,,,,,,,,no donor
RRDB:GB0022,ERIC,United Kingdom,,,,,,,,no donor
RRDB:GB0024,Waterfall,United Kingdom,,,,,,,,no donor
RRDB:GB0023,Atlas,United Kingdom,,,,,,,,no donor
RRDB:GB0011,VIPER,United Kingdom,,,,,,,,no donor
RRDB:GB0035,BERKELEY Zero Energy,United Kingdom,,,,,,,,no donor
RRDB:GE0001,IRT-M Tbilisi,Georgia,,,,,,,,no donor
RRDB:GB0046,BEPO,United Kingdom,,,,,,,,no donor
RRDB:GB0049,LIDO,United Kingdom,,,,,,,,no donor
RRDB:GB0048,HAZEL,United Kingdom,,,,,,,,no donor
RRDB:GB0047,DAPHNE,United Kingdom,,,,,,,,no donor
RRDB:GB0044,ZENITH II,United Kingdom,,,,,,,,no donor
RRDB:GB0043,ZENITH I,United Kingdom,,,,,,,,no donor
RRDB:GB0042,JUNO,United Kingdom,,,,,,,,no donor
RRDB:GB0041,HERO,United Kingdom,,,,,,,,no donor
RRDB:GB0040,Windscale AGR,United Kingdom,,,,,,,,no donor
RRDB:GB0039,Dragon,United Kingdom,,,,,,,,no donor
RRDB:GB0038,Dounreay MTR,United Kingdom,,,,,,,,no donor
RRDB:GB0037,MERLIN,United Kingdom,wikidata,Q6715421,51.38,-1.1461,exact-name-country,,,
RRDB:GB0036,HORACE,United Kingdom,,,,,,,,no donor
RRDB:GB0034,DIMPLE,United Kingdom,,,,,,,,no donor
RRDB:GB0033,ICI TRIGA Reactor,United Kingdom,,,,,,,,no donor
RRDB:GB0032,Universities Research Reactor,United Kingdom,,,,,,,,no donor
RRDB:GB0031,CONSORT Imperial College,United Kingdom,,,,,,,,no donor
RRDB:GB0014,UTR-300,United Kingdom,,,,,,,,no donor
RRDB:GB0013,VERA Nuclear Assembly,United Kingdom,,,,,,,,no donor
RRDB:GB0012,VULCAN,United Kingdom,,,,,,,,no donor
RRDB:GB0010,Neptune,United Kingdom,,,,,,,,no donor
RRDB:GB0045,HECTOR,United Kingdom,,,,,,,,no donor
RRDB:GB0005,HERALD,United Kingdom,,,,,,,,no donor
RRDB:GB0006,NESTOR,United Kingdom,,,,,,,,no donor
RRDB:GB0008,ZEBRA,United Kingdom,,,,,,,,no donor
RRDB:GB0007,Jason,United Kingdom,,,,,,,,no donor
RRDB:GB0004,Dounreay Fast Reactor,United Kingdom,,,,,,,,no donor
RRDB:GB0003,PLUTO,United Kingdom,,,,,,,,no donor
RRDB:GB0002,DIDO,United Kingdom,,,,,,,,no donor
RRDB:GB0001,GLEEP,United Kingdom,,,,,,,,no donor
RRDB:GB0018,Toad,United Kingdom,,,,,,,,no donor
RRDB:GB0019,Panther,United Kingdom,,,,,,,,no donor
RRDB:GB0020,Puma,United Kingdom,,,,,,,,no donor
RRDB:GB0015,Phoenix,United Kingdom,,,,,,,,no donor
RRDB:GB0016,Sirius,United Kingdom,,,,,,,,no donor
RRDB:GB0017,Tessie,United Kingdom,,,,,,,,no donor
RRDB:GB0021,QMC Subcritical Assembly,United Kingdom,,,,,,,,no donor
RRDB:GB0030,QMC UTR-B,United Kingdom,,,,,,,,no donor
RRDB:FR0048,Ulysse,France,,,,,,,,no donor
RRDB:FR0047,Silene,France,,,,,,,,no donor
RRDB:FR0046,Mirene,France,,,,,,,,no donor
RRDB:FR0045,Strasbourg-Cronenbourg,France,,,,,,,,no donor
RRDB:FR0027,Pegase,France,,,,,,,,no donor
RRDB:FR0026,EL-2,France,,,,,,,,no donor
RRDB:FR0025,ZOE (EL-1),France,,,,,,,,no donor
RRDB:FR0024,Scarabee,France,,,,,,,,no donor
RRDB:FR0020,Phebus,France,,,,,,,,no donor
RRDB:FR0019,Cabri,France,,,,,,,,no donor
RRDB:FR0017,ILL High Flux Reactor,France,,,,,,,,no donor
RRDB:FR028 ,Harmonie,France,,,,,,,,no donor
RRDB:FR0011,Rapsodie,France,wikidata,Q999450,43.67659,5.77266,exact-name-country,,,
RRDB:FR0010,Siloette,France,,,,,,,,no donor
RRDB:FR0009,Cesar,France,,,,,,,,no donor
RRDB:FR0008,EL 4,France,,,,,,,,no donor
RRDB:FR0007,Siloe,France,,,,,,,,no donor
RRDB:FR0006,Nereide,France,,,,,,,,no donor
RRDB:FR0005,Marius,France,,,,,,,,no donor
RRDB:FR0004,Triton,France,,,,,,,,no donor
RRDB:FR0002,Melusine,France,wikidata,Q15968505,45.19862,5.70188,exact-name-country,,,
RRDB:FR0001,EL 3,France,,,,,,,,no donor
RRDB:FR0035,Proserpine,France,,,,,,,,no donor
RRDB:FR0036,Alecto,France,,,,,,,,no donor
RRDB:FR012 ,Peggy,France,,,,,,,,no donor
RRDB:FR031 ,Alizee,France,,,,,,,,no donor
RRDB:FI0002,SCA,Finland,,,,,,,,no donor
RRDB:ES0004,CORAL-I,Spain,,,,,,,,no donor
RRDB:ES0003,ARBI Reactor,Spain,,,,,,,,no donor
RRDB:ES0002,Argos Research Reactor,Spain,,,,,,,,no donor
RRDB:ES0001,JEN-1 Mod,Spain,,,,,,,,no donor
RRDB:DK0003,DR-3,Denmark,,,,,,,,no donor
RRDB:DK0001,DR-2,Denmark,,,,,,,,no donor
RRDB:DK0002,DR-1,Denmark,,,,,,,,no donor
RRDB:DE0050,ANEX,Germany,,,,,,,,no donor
RRDB:DE0044,AKR-2,Germany,wikidata,Q778029,51.0286,13.7269,exact-name-country,,,
RRDB:DE0035,SUR Furtwangen,Germany,,,,,,,,no donor
RRDB:DE0028,AEG Nullenergie Reaktor,Germany,,,,,,,,no donor
RRDB:DE0026,ADIBKA (L77A),Germany,,,,,,,,no donor
RRDB:DE0023,SUR Ulm,Germany,,,,,,,,no donor
RRDB:DE0014,SUR Stuttgart,Germany,,,,,,,,no donor
RRDB:CZ0002,SR-0,Czech Republic,,,,,,,,no donor
RRDB:CZ0001,TR-0,Czech Republic,,,,,,,,no donor
RRDB:CO0001,IAN-R1,Colombia,,,,,,,,no donor
RRDB:CN0023,CMRR (China Mianyang Research Reactor),China,,,,,,,,no donor
RRDB:CN0016,HTR-10,China,,,,,,,,no donor
RRDB:CN0012,MJTR,China,,,,,,,,no donor
RRDB:CN0011,ESR-901,China,,,,,,,,no donor
RRDB:CN0010,NHR-5,China,,,,,,,,no donor
RRDB:CN0009,SPRR-300,China,,,,,,,,no donor
RRDB:CN0008,HFETR Critical,China,,,,,,,,no donor
RRDB:CN0007,PPR PULSING,China,,,,,,,,no donor
RRDB:CN0004,HFETR,China,,,,,,,,no donor
RRDB:CN0001,Zero Power Reactor,China,,,,,,,,no donor
RRDB:CH0005,PROTEUS,Switzerland,,,,,,,,no donor
RRDB:CH0006,DIORIT,Switzerland,,,,,,,,no donor
RRDB:CH0002,AGN-201P,Switzerland,,,,,,,,no donor
RRDB:CH0001,SAPHIR,Switzerland,,,,,,,,no donor
RRDB:CA0005,ZED-2,Canada,,,,,,,,no donor
RRDB:CA0004,MNR McMaster University,Canada,,,,,,,,no donor
RRDB:BE0003,BR-3,Belgium,,,,,,,,no donor
RRDB:BE0005,"BR-02, Mock-up of BR2",Belgium,,,,,,,,no donor
RRDB:BE0004,THETIS RR-BN-1,Belgium,,,,,,,,no donor
RRDB:AU0003,CF,Australia,,,,,,,,no donor
RRDB:AU0001,HIFAR,Australia,,,,,,,,no donor
RRDB:AU0002,MOATA,Australia,,,,,,,,no donor
RRDB:AR0004,RA-2,Argentina,,,,,,,,no donor
RRDB:AR0007,RA-8,Argentina,,,,,,,,no donor
RRDB:AR0001,RA-1 Enrico Fermi Reactor,Argentina,,,,,,,,no donor
RRDB:VE0001,RV-1,"Venezuela, Bolivarian Republic of",,,,,,,,no donor
RRDB:CD0001,TRICO I,Democratic Republic of the Congo,,,,,,,,no donor
RRDB:IT0001,ECO (Orgel Critical Experiment),Italy,,,,,,,,no donor
RRDB:IT0002,ESSOR Nuclear Plant,Italy,,,,,,,,no donor
RRDB:BY0004,Kristal,Belarus,,,,,,,,no donor
RRDB:NG0002,Multipurpose Research Reactor,Nigeria,,,,,,,,no donor
RRDB:IN0012,Thermal RR,India,,,,,,,,no donor
RRDB:US0047,GA-TRIGA F,United States of America,,,,,,,,no donor
RRDB:US0045,GA-TRIGA I,United States of America,,,,,,,,no donor
RRDB:FR0018,RNG New Generation Reactor,France,,,,,,,,no donor
RRDB:US0068,UCNR Union Carbide,United States of America,,,,,,,,no donor
RRDB:ZA0001,SAFARI-1,South Africa,wikidata,Q7388510,-25.8,27.95,exact-name-country,,,
RRDB:KZ0003,IVG.1M,Kazakhstan,,,,,,,,no donor
RRDB:CN0024,TMSR-SF1,China,,,,,,,,no donor
RRDB:BR0001,IEA-R1,Brazil,,,,,,,,no donor
RRDB:RU0013,MIR.M1,Russian Federation,,,,,,,,no donor
RRDB:RU0004,IR-8,Russian Federation,,,,,,,,no donor
RRDB:RU110 ,UVPSh,Russian Federation,,,,,,,,no donor
RRDB:RU111 ,UG Subcritical,Russian Federation,,,,,,,,no donor
RRDB:RU114 ,UV,Russian Federation,,,,,,,,no donor
RRDB:FR0040,PHENIX,France,wikidata,Q113368,44.14333,4.71167,exact-name-country,,,
RRDB:FR029 ,G-1,France,,,,,,,,no donor
RRDB:JP0028,OCF Ozenji Critical Facility,Japan,,,,,,,,no donor
RRDB:JP0029,MCF,Japan,,,,,,,,no donor
RRDB:JP0026,JRR-1,Japan,,,,,,,,no donor
RRDB:JP0027,SCA,Japan,,,,,,,,no donor
RRDB:JP0021,AHCF,Japan,,,,,,,,no donor
RRDB:BY0002,YALINA-Thermal,Belarus,,,,,,,,no donor
RRDB:SA001 ,LPRR,Saudi Arabia,,,,,,,,no donor
RRDB:RU0021,RBT-10/1,Russian Federation,,,,,,,,no donor
RRDB:RU113 ,UG Rig,Russian Federation,,,,,,,,no donor
RRDB:RU107 ,VVER,Russian Federation,,,,,,,,no donor
RRDB:RS0003,RB,Serbia,,,,,,,,no donor
RRDB:FR033 ,Rachel,France,,,,,,,,no donor
RRDB:FR032 ,Rubeole,France,,,,,,,,no donor
RRDB:RU026 ,Aksamit,Russian Federation,,,,,,,,no donor
RRDB:RS0002,RA,Serbia,,,,,,,,no donor
RRDB:NL0007,Delphi,"Netherlands, Kingdom of the",,,,,,,,no donor
RRDB:VN0002,Multipurpose Research Reactor,Viet Nam,,,,,,,,no donor
RRDB:JO0001,JSA - Jordan Subcritical Assembly,Jordan,,,,,,,,no donor
RRDB:CN0020,TFHR Thorium Pebble Bed,China,,,,,,,,no donor
RRDB:US0263,Critical Experiment Tank,United States of America,,,,,,,,no donor
RRDB:IL0001,IRR-1,Israel,,,,,,,,no donor
RRDB:UA0004,Multipurpose RR,Ukraine,,,,,,,,no donor
RRDB:PE0001,RP-0,Peru,,,,,,,,no donor
RRDB:KP0001,IRT-DPRK,Dem. P.R. of Korea,,,,,,,,no donor
RRDB:AR0006,RA-6,Argentina,,,,,,,,no donor
RRDB:AR0003,RA-0,Argentina,,,,,,,,no donor
RRDB:AR0002,RA-3,Argentina,,,,,,,,no donor
RRDB:BY009 ,Giacint,Belarus,,,,,,,,no donor
RRDB:RU116 ,R-1,Russian Federation,,,,,,,,no donor
RRDB:RU115 ,SO-2M,Russian Federation,,,,,,,,no donor
RRDB:RU112 ,7KVD,Russian Federation,,,,,,,,no donor
RRDB:IR0003,ENTC GSCR,"Iran, Islamic Republic of",,,,,,,,no donor
RRDB:IQ0002,TAMMUZ-2,Iraq,,,,,,,,no donor
RRDB:IQ0001,IRT-5000,Iraq,,,,,,,,no donor
RRDB:ZA0002,Pelinduna-0,South Africa,,,,,,,,no donor
RRDB:IL0002,IRR-2,Israel,,,,,,,,no donor
RRDB:BY0003,YALINA-Booster,Belarus,,,,,,,,no donor
RRDB:UA0002,"SNI, IR-100",Ukraine,,,,,,,,no donor
RRDB:UA0003,SPh IR-100,Ukraine,,,,,,,,no donor
RRDB:HU0003,ZR-6M,Hungary,,,,,,,,no donor
RRDB:GB0045,HECTOR,United Kingdom,,,,,,,,no donor
